Region,Region Name,Building Code,Region,Building Name,Building Address 1,Building Address 2,City,State,Zip,County,Municipality,Country,Latitude,Longitude,Ownership,Building Status,Building Class,Primary Use,Employees,,Seating Capacity,Estimated GSF,
R18,TERRITORY 18 Greater PA,M035,18,Hermitage,2470 E State St,,Hermitage,PA,16148-2722,Mercer County,Hermitage City,United States of America,41.233263,-80.464213,Owned,Active,Retail,Bank Branch with Drive In,14,each,0,4784,square-feet
R18,TERRITORY 18 Greater PA,M109,18,Kearsarge - Peach Street,5001 Peach St,,Erie,PA,16509-2042,Erie County,Millcreek Township,United States of America,42.081291,-80.089934,Leased,Active,Retail,Bank Branch with Drive In,13,each,0,5500,square-feet
R18,TERRITORY 18 Greater PA,U018,18,Kendig Square,11 Long Ln,P. O. Box 207,Willow Street,PA,17584-9512,Lancaster County,West Lampeter Township,United States of America,39.986498,-76.281649,Groundlease,Active,Retail,Bank Branch with Drive In,14,each,0,3872,square-feet
R18,TERRITORY 18 Greater PA,U043,18,King Street,949 E King St,,Lancaster,PA,17602-3223,Lancaster County,Lancaster Township,United States of America,40.0401,-76.285204,Owned,Active,Retail,Bank Branch with Drive In,5,each,0,8000,square-feet
R18,TERRITORY 18 Greater PA,U036,18,Lampeter Road,3 Kennedy St,,Lancaster,PA,17602-4098,Lancaster County,West Lampeter Township,United States of America,40.023815,-76.265809,Leased,Active,Retail,Bank Branch with Drive In,6,each,0,2958,square-feet
R18,TERRITORY 18 Greater PA,U037,18,Lancaster City,25 N Duke St,,Lancaster,PA,17602-2808,Lancaster County,Lancaster City,United States of America,40.038765,-76.303584,Owned,Active,Retail,Bank Branch,11,each,0,14586,square-feet
R18,TERRITORY 18 Greater PA,M113,18,Lawrence Village,2660 Ellwood Rd,Lawrence Village Plaza,New Castle,PA,16101-6218,Lawrence County,Shenango Township,United States of America,40.9696,-80.3126,Leased,Active,Retail,Bank Branch with Drive In,7,each,0,2956,square-feet
R18,TERRITORY 18 Greater PA,M007,18,Legion Road,2701 Legion Rd,,Erie,PA,16506-3167,Erie County,Millcreek Township,United States of America,42.088381,-80.135875,Groundlease,Active,Retail,Bank Branch with Drive In,14,each,0,4819.33,square-feet
R18,TERRITORY 18 Greater PA,U025,18,Leola,16 E Main St,,Leola,PA,17540-1936,Lancaster County,Upper Leacock Township,United States of America,40.088532,-76.181445,Owned,Active,Retail,Bank Branch with Drive In,4,each,0,3000,square-feet
R18,TERRITORY 18 Greater PA,MLDI,18,Liberty Drive In (Kearsarge),3726 Poplar Street,,Erie,PA,16508-2652,Erie County,City of Erie,United States of America,42.096776,-80.083511,Groundlease,Active,Retail,Drive-In (remote),0,each,0,530,square-feet
R18,TERRITORY 18 Greater PA,M032,18,Linesville,201 E Erie St,,Linesville,PA,16424-9223,Crawford County,Linesville Borough,United States of America,41.656137,-80.419705,Owned,Active,Retail,Bank Branch with Drive In,5,each,0,2340,square-feet
R18,TERRITORY 18 Greater PA,U016,18,Linglestown Road,2338 Linglestown Rd,Clock Tower Grove Shopping Center,Harrisburg,PA,17110-9534,Dauphin County,Susquehanna Township,United States of America,40.32951,-76.861518,Groundlease,Active,Retail,Bank Branch,6,each,0,3710,square-feet
R18,TERRITORY 18 Greater PA,U019,18,Lititz,1 Trolley Run Rd,,Lititz,PA,17543-8495,Lancaster County,Warwick Township,United States of America,40.137672,-76.303503,Groundlease,Active,Retail,Bank Branch with Drive In,8,each,0,3795,square-feet
R18,TERRITORY 18 Greater PA,U153,18,Lititz In-Store,1008 Lititz Pike,,Lititz,PA,17543-9328,Lancaster County,Warwick Township,United States of America,40.132571,-76.304366,Leased,Active,Retail,In-Store Branch,3,each,0,437,square-feet
R18,TERRITORY 18 Greater PA,U090,18,Littlestown - 400 W King St,400 W King St,,Littlestown,PA,17340-1412,Adams County,Littlestown Borough,United States of America,39.74284,-77.09658,Groundlease,Active,Retail,Bank Branch with Drive In,8,each,0,1923,square-feet
R18,TERRITORY 18 Greater PA,U022,18,Manheim,118 Doe Run Rd,,Manheim,PA,17545-8502,Lancaster County,Penn Township,United States of America,40.171267,-76.382611,Groundlease,Active,Retail,Bank Branch with Drive In,5,each,0,2575,square-feet
R18,TERRITORY 18 Greater PA,M120,18,Meadville - Chestnut Street,201 Chestnut St,,Meadville,PA,16335-3430,Crawford County,Meadville City,United States of America,41.638485,-80.15456,Leased,Active,Retail,Bank Branch with Drive In,18,each,32,15374,square-feet
R18,TERRITORY 18 Greater PA,M120_PL,18,Meadville Parking Lot,893 Water St,,Meadville,PA,16335-3427,Crawford County,Meadville City,United States of America,41.639379,-80.1547714,Leased,Active,Parking,Parking Lot,0,each,0,1,square-feet
R18,TERRITORY 18 Greater PA,U693,18,Mechanicsburg,2 E Main St,,Mechanicsburg,PA,17055-3851,Cumberland County,Mechanicsburg Borough,United States of America,40.213188,-77.007877,Owned,Active,Retail,Bank Branch,16,each,0,16030,square-feet
R18,TERRITORY 18 Greater PA,M046,18,Mercer,147 N Diamond St,,Mercer,PA,16137-1221,Mercer County,Mercer Boro,United States of America,41.227437,-80.238737,Leased,Active,Retail,Bank Branch with Drive In,7,each,0,3913,square-feet
R18,TERRITORY 18 Greater PA,M046_PL,18,Mercer Parking Lot,147 N Diamond St,,Mercer,PA,16137-1221,Mercer County,Mercer Boro,United States of America,41.227437,-80.238737,Owned,Active,Parking,Parking Lot,0,each,0,1,square-feet
R18,TERRITORY 18 Greater PA,U698,18,Messiah Village,939 Oak Oval,,Mechanicsburg,PA,17055-8410,Cumberland County,Upper Allen Township,United States of America,40.183643,-76.983114,Leased,Active,Retail,Bank Branch,0,each,0,775,square-feet
R18,TERRITORY 18 Greater PA,M101,18,Millcreek Marketplace,2069 Interchange Rd,,Erie,PA,16509-8315,Erie County,Millcreek Township,United States of America,42.064802,-80.10247,Groundlease,Active,Retail,Bank Branch with Drive In,11,each,0,4713.51,square-feet
R18,TERRITORY 18 Greater PA,U005,18,Millersville,101 Wabank Rd,,Millersville,PA,17551-1550,Lancaster County,Millersville Borough,United States of America,40.010548,-76.345746,Owned,Active,Retail,Bank Branch with Drive In,9,each,0,4193,square-feet
R18,TERRITORY 18 Greater PA,U032,18,Mount Joy,917 E Main St,,Mount Joy,PA,17552-9331,Lancaster County,Rapho Township,United States of America,40.10977,-76.481262,Owned,Active,Retail,Bank Branch with Drive In,7,each,0,3051,square-feet
R18,TERRITORY 18 Greater PA,M124,18,Neshannock,2802 Wilmington Rd,,New Castle,PA,16105-1246,Lawrence County,Neshannock Township,United States of America,41.033647,-80.354957,Owned,Active,Retail,Bank Branch with Drive In,11,each,0,5451,square-feet
R18,TERRITORY 18 Greater PA,U601,18,New Cumberland,331 Bridge St,,New Cumberland,PA,17070-2189,Cumberland County,New Cumberland Borough,United States of America,40.226928,-76.864682,Owned,Active,Retail,Bank Branch,6,each,0,34404,square-feet
R18,TERRITORY 18 Greater PA,U029,18,New Holland,418 W Main St,,New Holland,PA,17557-1119,Lancaster County,New Holland Borough,United States of America,40.099393,-76.099338,Owned,Active,Retail,Bank Branch with Drive In,5,each,0,3566,square-feet
R18,TERRITORY 18 Greater PA,U054,18,New Oxford,10 Lincoln St,,New Oxford,PA,17350-9317,Adams County,Oxford Township,United States of America,39.866156,-77.043726,Groundlease,Active,Retail,Bank Branch with Drive In,11,each,0,2600,square-feet
R18,TERRITORY 18 Greater PA,U631,18,Newport PA,1 N 2nd St,,Newport,PA,17074-1502,Perry County,Newport Borough,United States of America,40.477781,-77.130736,Owned,Active,Retail,Bank Branch,5,each,0,9332,square-feet
R18,TERRITORY 18 Greater PA,U555,18,North Atherton,1408 N Atherton St,,State College,PA,16803-3039,Centre County,Ferguson Township,United States of America,40.805341,-77.887644,Owned,Active,Retail,Bank Branch,13,each,0,5958,square-feet
R18,TERRITORY 18 Greater PA,M108,18,North East - 26 East Main,26 E Main St,,North East,PA,16428-1341,Erie County,Northeast Boro,United States of America,42.216319,-79.833901,Owned,Active,Retail,Bank Branch with Drive In,6,each,0,6050,square-feet
R18,TERRITORY 18 Greater PA,M051,18,North Warren,40 Hatch Run Rd,,North Warren,PA,16365-4429,Warren County,Conewango Township,United States of America,41.897261,-79.149131,Leased,Active,Retail,Bank Branch with Drive In,4,each,0,1445,square-feet
R18,TERRITORY 18 Greater PA,UPSU,18,Penn State University,103 Hub-Robeson Ctr,,University Park,PA,16802-6600,Centre County,State College Borough,United States of America,40.805343,-77.860198,Leased,Active,Retail,University Branch,0,each,0,401,square-feet
R18,TERRITORY 18 Greater PA,M009,18,Petroleum (Titusville) Drive In,102 Petroleum St,,Titusville,PA,16354-2052,Crawford County,Titusville City,United States of America,41.628053,-79.663253,Owned,Active,Retail,Drive-In (remote),0,each,0,981.94,square-feet
R18,TERRITORY 18 Greater PA,M004,18,Pine Avenue,3830 Pine Ave,,Erie,PA,16504-2375,Erie County,Erie City,United States of America,42.107867,-80.048376,Groundlease,Active,Retail,Bank Branch with Drive In,11,each,0,4215.99,square-feet
R18,TERRITORY 18 Greater PA,U052,18,Plaza Office,880 Carlisle St,,Hanover,PA,17331-1703,York County,Hanover Borough,United States of America,39.812962,-76.991848,Groundlease,Active,Retail,Bank Branch with Drive In,9,each,0,5582,square-feet
R18,TERRITORY 18 Greater PA,M058,18,Punxsutawney,200 E Mahoning St,,Punxsutawney,PA,15767-2045,Jefferson County,Punxsutawney Borough,United States of America,40.944371,-78.970078,Leased,Active,Retail,Bank Branch with Drive In,7,each,0,3500,square-feet
R18,TERRITORY 18 Greater PA,U010,18,Quarryville,101 E State St,,Quarryville,PA,17566-1240,Lancaster County,Quarryville Borough,United States of America,39.89775,-76.161389,Leased,Active,Retail,Bank Branch,10,each,0,3050,square-feet
R18,TERRITORY 18 Greater PA,USHS,18,Quarryville Annex - Drive Thru,8 S Hess St,,Quarryville,PA,17566-1224,Lancaster County,Quarryville Borough,United States of America,39.897494,-76.161574,Owned,Active,Retail,Branch with Office,0,each,0,3280,square-feet
R18,TERRITORY 18 Greater PA,M018,18,Robin Drive,2157 W 8th St,,Erie,PA,16505-4708,Erie County,City of Erie,United States of America,42.109441,-80.132493,Groundlease,Active,Retail,Bank Branch with Drive In,9,each,0,2892,square-feet
R18,TERRITORY 18 Greater PA,M018_PL,18,Robin Drive Branch Parking,2153 Robin Dr,,Erie,PA,16505-4731,Erie County,Erie City,United States of America,42.109055,-80.131721,Owned,Active,Parking,Parking Lot,0,each,0,1,square-feet
R18,TERRITORY 18 Greater PA,M021,18,Saegertown,376 Main St,,Saegertown,PA,16433-5042,Crawford County,Saegertown Borough,United States of America,41.7317,-80.151,Owned,Active,Retail,Bank Branch with Drive In,8,each,0,3075,square-feet
R18,TERRITORY 18 Greater PA,M034,18,Sharon,66 E State St,,Sharon,PA,16146-1705,Mercer County,Sharon City,United States of America,41.232621,-80.507959,Leased,Active,Retail,Bank Branch with Drive In,13,each,25,12732,square-feet
R18,TERRITORY 18 Greater PA,M039,18,Shenango,1055 N Hermitage Rd,,Hermitage,PA,16148-3114,Mercer County,Hermitage City,United States of America,41.248452,-80.449882,Leased,Active,Retail,Bank Branch with Drive In,4,each,0,1351,square-feet
R18,TERRITORY 18 Greater PA,U486,18,Silver Spring Square,6416 Carlisle Pike,Suite 3600,Mechanicsburg,PA,17050-2957,Cumberland County,Silver Spring,United States of America,40.213165,-77.008359,Groundlease,Active,Retail,Bank Branch with Drive In,6,each,0,3680,square-feet
R18,TERRITORY 18 Greater PA,U556,18,South Atherton,1601 S Atherton St,,State College,PA,16801-6210,Centre County,State College Borough,United States of America,40.785449,-77.836798,Owned,Active,Retail,Bank Branch,10,each,0,5822,square-feet
R18,TERRITORY 18 Greater PA,U097,18,South Queen Street,2300 S Queen St,,York,PA,17402-4937,York County,York Township,United States of America,39.922181,-76.685871,Groundlease,Active,Retail,Bank Branch with Drive In,6,each,0,2334,square-feet
R18,TERRITORY 18 Greater PA,M033,18,St Marys Plaza,810 S St Marys Rd,Unit 160,St Marys,PA,15857-2831,Elk County,City of Saint Marys,United States of America,41.41213,-78.560913,Leased,Active,Retail,Bank Branch,5,each,0,3345,square-feet
R18,TERRITORY 18 Greater PA,M033_DI,18,St Marys Plaza Drive-In,810 S St Marys Rd,,St Marys,PA,15857-2831,Elk County,City of Saint Marys,United States of America,41.419521,-78.560916,Leased,Active,Retail,Drive-In (remote),0,each,0,362,square-feet
R18,TERRITORY 18 Greater PA,U739,18,State College In-Store,2222 E College Ave,,State College,PA,16801-7205,Centre County,College Township,United States of America,40.822325,-77.813729,Leased,Active,Retail,In-Store Branch,4,each,0,447,square-feet
R18,TERRITORY 18 Greater PA,U014,18,Stone Mill Plaza,1356 Columbia Ave,,Lancaster,PA,17603-4700,Lancaster County,Lancaster Township,United States of America,40.038138,-76.339839,Groundlease,Active,Retail,Bank Branch with Drive In,6,each,0,2400,square-feet
R18,TERRITORY 18 Greater PA,U062,18,Stone Ridge,440 E Lincoln Ave,Stone Ridge Campus,Myerstown,PA,17067-2239,Lebanon County,Jackson Township,United States of America,40.38081,-76.298165,Leased,Active,Retail,Bank Branch,0,each,0,338,square-feet
R18,TERRITORY 18 Greater PA,U161,18,Strasburg - Center Square,1 E Main St,P. O. Box 300,Strasburg,PA,17579-1409,Lancaster County,Strasburg Borough,United States of America,39.982923,-76.178108,Owned,Active,Retail,Bank Branch with Drive In,7,each,0,11915,square-feet
R18,TERRITORY 18 Greater PA,M008,18,Titusville - Diamond Street,123 Diamond St,,Titusville,PA,16354-1846,Crawford County,Titusville City,United States of America,41.626393,-79.672798,Leased,Active,Retail,Bank Branch with Drive In,6,each,0,7946,square-feet
R18,TERRITORY 18 Greater PA,U641,18,Union Deposit,4245 Union Deposit Rd,,Harrisburg,PA,17111-2802,Dauphin County,Lower Paxton Township,United States of America,40.278756,-76.815844,Owned,Active,Retail,Bank Branch,8,each,0,2860,square-feet
R18,TERRITORY 18 Greater PA,U689,18,University D/U,909 W Governor Rd,,Hershey,PA,17033-2306,Dauphin County,Derry Township,United States of America,40.268665,-76.672036,Owned,Active,Retail,Bank Branch,12,each,0,9750,square-feet
R18,TERRITORY 18 Greater PA,U612,18,Upper Allen,127 Kim Acres Dr,,Mechanicsburg,PA,17055-5534,Cumberland County,Upper Allen Township,United States of America,40.177207,-76.983859,Owned,Active,Retail,Bank Branch,7,each,0,2050,square-feet
R18,TERRITORY 18 Greater PA,M038,18,Warren East Side,404 Pennsylvania Ave E,,Warren,PA,16365-2743,Warren County,Warren City,United States of America,41.841666,-79.136315,Groundlease,Active,Retail,Bank Branch with Drive In,8,each,0,7807,square-feet
R18,TERRITORY 18 Greater PA,M030,18,Warren PA Wealth Management,304 Second Ave,,Warren,PA,16365-2303,Warren County,Warren City,United States of America,41.845058,-79.147537,Groundlease,Active,Office,General Office,3,each,15,27551,square-feet
R18,TERRITORY 18 Greater PA,M112,18,Washington Centre,2 N Mill St,,New Castle,PA,16101-3610,Lawrence County,New Castle City,United States of America,41.000244,-80.344317,Leased,Active,Retail,Bank Branch with Drive In,12,each,0,11258,square-feet
R18,TERRITORY 18 Greater PA,M107,18,Waterford PA,123 High St,,,PA,16441-9800,Erie County,Waterford Borough,United States of America,41.93967,-79.982405,Owned,Active,Retail,Bank Branch with Drive In,6,each,0,3614.56,square-feet
R18,TERRITORY 18 Greater PA,U086,18,West Hanover,7040 Jonestown Rd,,Harrisburg,PA,17112-3634,Dauphin County,West Hanover Township,United States of America,40.329351,-76.753714,Owned,Active,Retail,Bank Branch with Drive In,5,each,0,2800,square-feet
R18,TERRITORY 18 Greater PA,U092,18,West Manchester,1511 Kenneth Rd,,York,PA,17408-2243,York County,West Manchester Township,United States of America,39.976282,-76.768338,Groundlease,Active,Retail,Bank Branch with Drive In,10,each,0,4777,square-feet
R18,TERRITORY 18 Greater PA,U630,18,West Street - Gettysburg,245 Breckenridge St,,Gettysburg,PA,17325-2512,Adams County,Gettysburg Borough,United States of America,39.826928,-77.235786,Owned,Active,Retail,Bank Branch,12,each,0,3186,square-feet
R18,TERRITORY 18 Greater PA,U740,18,Williamsport @ Giant Food In-Store,1969 E 3rd St,,Williamsport,PA,17701-3946,Lycoming County,Loyalsock Township,United States of America,41.248116,-76.96031,Leased,Active,Retail,In-Store Branch,4,each,0,440,square-feet
R18,TERRITORY 18 Greater PA,U559_PL,18,Williamsport Parking Lot,144 W 3rd St,,Williamsport,PA,17701-7803,Lycoming County,Williamsport City,United States of America,41.237579,-77.038193,Leased,Active,Parking,Parking Lot,0,each,0,1,square-feet
R18,TERRITORY 18 Greater PA,U031,18,Willow Valley Lakes Manor,400 Willow Valley Lakes Dr,,Willow Street,PA,17584-9558,Lancaster County,West Lampeter Township,United States of America,39.985681,-76.273583,Leased,Active,Retail,Bank Branch,2,each,0,579,square-feet
R18,TERRITORY 18 Greater PA,U020,18,Willow Valley Manor North,810 Willow Valley Sq,,Lancaster,PA,17602-4843,Lancaster County,West Lampeter Township,United States of America,39.996998,-76.285206,Leased,Active,Retail,Bank Branch,4,each,0,650,square-feet
R18,TERRITORY 18 Greater PA,M050,18,Youngsville - 117 East Main,117 E Main St,,Youngsville,PA,16371-1160,Warren County,Youngsville Borough,United States of America,41.852061,-79.317429,Owned,Active,Retail,Bank Branch with Drive In,6,each,0,2372,square-feet
R20,TERRITORY 20 Florida,P877,20,17th and Cordova,1301 SE 17th St,,Fort Lauderdale,FL,33316-1707,Broward County,City of Ft. Lauderdale,United States of America,26.100719,-80.130379,Groundlease,Active,Retail,Bank Branch with Drive In,6,each,0,2852,square-feet
R20,TERRITORY 20 Florida,P729,20,18th & Powerline,6943 SW 18th St,,Boca Raton,FL,33433-7043,Palm Beach County,Palm Beach County,United States of America,26.33127,-80.147778,Owned,Active,Retail,Bank Branch,10,each,0,8208,square-feet
R20,TERRITORY 20 Florida,P745,20,45th Street,4520 Broadway,,West Palm Beach,FL,33407-3806,Palm Beach County,City of West Palm Beach,United States of America,26.752605,-80.056114,Owned,Active,Retail,Bank Branch,6,each,0,4050,square-feet
R20,TERRITORY 20 Florida,P235,20,4th and Federal - Fort Lauderdale,400 N Federal Hwy,,Fort Lauderdale,FL,33301-1122,Broward County,City of Ft. Lauderdale,United States of America,26.12621,-80.13731,Groundlease,Active,Retail,Bank Branch with Drive In,11,each,0,3501,square-feet
R20,TERRITORY 20 Florida,P808,20,Abacoa,5460 S Central Blvd,,Jupiter,FL,33458-5200,Palm Beach County,Town of Jupiter,United States of America,26.921,-80.1347,Owned,Active,Retail,Bank Branch,9,each,0,4315,square-feet
R20,TERRITORY 20 Florida,P985,20,Admirals Cove,200 Admirals Cove Blvd,,Jupiter,FL,33477-4046,Palm Beach County,Town of Jupiter,United States of America,26.91033363,-80.08448029,Leased,Active,Retail,Bank Branch,2,each,0,1100,square-feet
R20,TERRITORY 20 Florida,P906,20,Altamonte Springs State Road,900 W State Rd 436,,Altamonte Springs,FL,32714-2902,Seminole County,City of Altamonte Springs,United States of America,28.664962,-81.419749,Leased,Active,Retail,Bank Branch,4,each,0,4376,square-feet
R20,TERRITORY 20 Florida,P946,20,Atlantic and Military,5017 W Atlantic Ave,,Delray Beach,FL,33484-8130,Palm Beach County,City of Delray Beach,United States of America,26.457837,-80.123031,Leased,Active,Retail,Bank Branch,5,each,0,4458,square-feet
R20,TERRITORY 20 Florida,YA94,20,ATM-Galleria International Building,301 Clematis St,,West Palm Beach,FL,33401-4611,Palm Beach County,City of West Palm Beach,United States of America,26.713625,-80.052094,Leased,Active,ATM,ATM,0,each,0,48,square-feet
R20,TERRITORY 20 Florida,AT20,20,ATMs - Florida,none,,none,none,none,none,Unknown,,,,Leased,Active,ATM,ATM,0,each,0,0,square-feet
R20,TERRITORY 20 Florida,P263,20,Aventura,2711 NE 187th St,,Aventura,FL,33180-2987,Miami-Dade County,City of Aventura,United States of America,25.9488,-80.1462,Groundlease,Active,Retail,Bank Branch with Drive In,11,each,0,3986,square-feet
R20,TERRITORY 20 Florida,P926,20,Baytree - Viera,100 Capron Trl,,Melbourne,FL,32940-1977,Brevard County,City of Melbourne,United States of America,28.229137,-80.707143,Owned,Active,Retail,Bank Branch,5,each,0,3177,square-feet
R20,TERRITORY 20 Florida,P969,20,Bear Lakes,701 Village Blvd,Village Commons,West Palm Beach,FL,33409-1924,Palm Beach County,City of West Palm Beach,United States of America,26.713081,-80.098171,Leased,Active,Retail,Bank Branch,6,each,0,5123,square-feet
R20,TERRITORY 20 Florida,P724,20,Belle Glade,800 S Main St,,Belle Glade,FL,33430-4204,Palm Beach County,City of Belle Glade,United States of America,26.676426,-80.670653,Owned,Active,Retail,Bank Branch,8,each,0,4689,square-feet
R20,TERRITORY 20 Florida,P756,20,Belle Terre @ Town Center,746 Belle Terre Pkwy,,Palm Coast,FL,32164-2460,Flagler County,City of Palm Coast,United States of America,29.4952,-81.2209,Owned,Active,Retail,Bank Branch,7,each,0,4995,square-feet
R20,TERRITORY 20 Florida,P271,20,Bloomingdale Financial Center,821 E Bloomingdale Ave,,Brandon,FL,33511-8113,Hillsborough County,City of Brandon,United States of America,27.893664,-82.27232,Leased,Active,Retail,Bank Branch,5,each,0,1800,square-feet
R20,TERRITORY 20 Florida,P711,20,Boca East,2400 N Federal Hwy,,Boca Raton,FL,33431-7769,Palm Beach County,City of Boca Raton,United States of America,26.372132,-80.076773,Owned,Active,Retail,Bank Branch,8,each,0,8518,square-feet
R20,TERRITORY 20 Florida,P605,20,Boca Raton - N Federal Hwy,1401 N Federal Hwy,,Boca Raton,FL,33432-1925,Palm Beach County,City of Boca Raton,United States of America,26.363572,-80.081605,Groundlease,Active,Retail,Bank Branch,6,each,0,5105,square-feet
R20,TERRITORY 20 Florida,P460,20,Bonita Beach Rd,9430 Bonita Beach Rd,,Bonita Springs,FL,34135-4503,Lee County,City of Bonita Springs,United States of America,26.331347,-81.795631,Owned,Active,Retail,Bank Branch,12,each,0,10365,square-feet
R20,TERRITORY 20 Florida,P691,20,Boynton Beach,600 N Congress Ave,,Boynton Beach,FL,33426-3445,Palm Beach County,City of Boynton Beach,United States of America,26.532919,-80.090051,Leased,Active,Retail,Bank Branch,0,each,0,5100,square-feet
R20,TERRITORY 20 Florida,P292,20,Brandon,301 W Brandon Blvd,,Brandon,FL,33511-5105,Hillsborough County,City of Brandon,United States of America,27.937265,-82.288925,Owned,Active,Retail,Bank Branch,15,each,0,4973,square-feet
R20,TERRITORY 20 Florida,P295,20,Bryan Dairy Branch,7480 Bryan Dairy Rd,Ste 500,Pinellas Park,FL,33777-1516,Pinellas County,City of Pinellas Park,United States of America,27.871447,-82.741676,Leased,Active,Retail,Bank Branch,6,each,0,2348,square-feet
R20,TERRITORY 20 Florida,P298,20,Carrollwood Branch,12951 N Dale Mabry Hwy,,Tampa,FL,33618-2800,Hillsborough County,Hillsborough County,United States of America,28.064169,-82.50405,Groundlease,Active,Retail,Bank Branch,8,each,0,4311,square-feet
R20,TERRITORY 20 Florida,P763,20,Causeway,1700 Highway A1A,,Vero Beach,FL,32963-2204,Indian River County,City of Vero Beach,United States of America,27.632381,-80.35682,Owned,Active,Retail,Bank Branch,6,each,0,3240,square-feet
R20,TERRITORY 20 Florida,P740,20,Century Corners,4835 Okeechobee Blvd,,West Palm Beach,FL,33417-4627,Palm Beach County,Palm Beach County,United States of America,26.707198,-80.116993,Owned,Active,Retail,Bank Branch,7,each,0,10354,square-feet
R20,TERRITORY 20 Florida,P749,20,Citrus Tower,210 Citrus Tower Blvd,,Clermont,FL,34711-2790,Lake County,City of Clermont,United States of America,28.5568,-81.7234,Leased,Active,Retail,Bank Branch,7,each,0,4808,square-feet
R20,TERRITORY 20 Florida,P445,20,Clermont - East Hwy 50,1615 E Highway 50,,Clermont,FL,34711-5124,Lake County,City of Clermont,United States of America,28.545936,-81.727556,Owned,Active,Retail,Bank Branch,3,each,0,3896,square-feet
R20,TERRITORY 20 Florida,P440,20,Clermont East-1820 S US Highway 27,1820 S US Highway 27,,Clermont,FL,34711-3658,Lake County,City of Clermont,United States of America,28.543411,-81.742963,Owned,Active,Retail,Bank Branch,10,each,0,9638,square-feet
R20,TERRITORY 20 Florida,P714,20,Clint Moore @ 441,9878 Clint Moore Rd,,Boca Raton,FL,33496-1037,Palm Beach County,Palm Beach County,United States of America,26.408563,-80.201376,Leased,Active,Retail,Bank Branch,4,each,0,3301,square-feet
R20,TERRITORY 20 Florida,P216,20,Cocoa Beach,4350 North Atlantic Ave,,Cocoa Beach,FL,32931-3656,Brevard County,City of Cocoa Beach,United States of America,28.358689,-80.607424,Leased,Active,Retail,Bank Branch,5,each,0,2500,square-feet
R20,TERRITORY 20 Florida,P956,20,Cocoa Commons,2323 State Road 524,,Cocoa,FL,32926-5818,Brevard County,City of Cocoa,United States of America,28.396738,-80.764868,Owned,Active,Retail,Bank Branch,7,each,0,4833,square-feet
R20,TERRITORY 20 Florida,P826,20,Coconut Creek,4560 Lyons Rd,,Coconut Creek,FL,33073-3479,Broward County,City of Coconut Creek,United States of America,26.286235,-80.186446,Owned,Active,Retail,Bank Branch,7,each,0,5939,square-feet
R20,TERRITORY 20 Florida,PCND,20,Commercial and Dixie,999 E Commercial Blvd,,Oakland Park,FL,33334-3390,Broward County,City of Oakland Park,United States of America,26.189243,-80.133995,Owned,Active,Retail,Bank Branch with Drive In,6,each,0,3800,square-feet
R20,TERRITORY 20 Florida,P821,20,Cooper City,9479 Sheridan St,,Cooper City,FL,33024-8561,Broward County,City of Cooper City,United States of America,26.030573,-80.267014,Groundlease,Active,Retail,Bank Branch with Drive In,9,each,0,4171,square-feet
R20,TERRITORY 20 Florida,P833,20,Copans and Federal,2300 N Federal Hwy,,Pompano Beach,FL,33062-1007,Broward County,City of Pompano Beach,United States of America,26.259377,-80.098976,Groundlease,Active,Retail,Bank Branch with Drive In,8,each,0,4171,square-feet
R20,TERRITORY 20 Florida,P921,20,Coral Springs on Atlantic,8901 W Atlantic Blvd,,Coral Springs,FL,33071-7026,Broward County,City of Coral Springs,United States of America,26.238049,-80.246166,Groundlease,Active,Retail,Bank Branch,10,each,0,8720.6,square-feet
R20,TERRITORY 20 Florida,P231,20,Coral Springs on Royal Palm,10360 Royal Palm Blvd,,Coral Springs,FL,33065-4818,Broward County,City of Coral Springs,United States of America,26.258647,-80.263763,Groundlease,Active,Retail,Bank Branch,0,each,0,4128,square-feet
R20,TERRITORY 20 Florida,P832,20,Coral Springs on University,2561 N University Dr,,Coral Springs,FL,33065-5125,Broward County,City of Coral Springs,United States of America,26.26254,-80.25001,Groundlease,Active,Retail,Bank Branch with Drive In,6,each,0,4010,square-feet
R20,TERRITORY 20 Florida,P299,20,Countryside,2575 Countryside Blvd,,Clearwater,FL,33761-3585,Pinellas County,City of Clearwater,United States of America,28.014549,-82.732239,Owned,Active,Retail,Bank Branch,8,each,0,3766,square-feet
R20,TERRITORY 20 Florida,P462,20,Creekwood Financial Center,7366 52nd Pl E,,Bradenton,FL,34203-8914,Manatee County,City of Bradenton,United States of America,27.443792,-82.46511,Owned,Active,Retail,Bank Branch,5,each,0,2118,square-feet
R20,TERRITORY 20 Florida,P256,20,Cypress Point Parkway,21 Cypress Point Parkway,,Palm Coast,FL,32164-7624,Flagler County,City of Palm Coast,United States of America,29.548918,-81.235292,Owned,Active,Retail,Bank Branch,9,each,0,6693,square-feet
R20,TERRITORY 20 Florida,P310,20,Dale Mabry and Spruce,1915 N. Dale Mabry Hwy,,Tampa,FL,33607-2550,Hillsborough County,City of Tampa,United States of America,27.959232,-82.504959,Groundlease,Active,Retail,Bank Branch with Drive In,2,each,0,4000,square-feet
R20,TERRITORY 20 Florida,P748,20,Darwin Square,3201 SW Port St Lucie Blvd,,Port St Lucie,FL,34953-3489,St. Lucie County,City of Pt. St. Lucie,United States of America,27.248931,-80.376545,Owned,Active,Retail,Bank Branch,6,each,0,2207,square-feet
